ts_code,trade_date,total_mv,circ_mv
603386.SH,20260105,508736.871,508736.871
002663.SZ,20260105,329159.6403,246942.3947
300456.SZ,20260105,3887319.5284,3171857.1551
000657.SZ,20260105,6494022.54,4116480.7742
603395.SH,20260105,772460.0,193115.0
688027.SH,20260105,5413163.0386,4229781.5956
603429.SH,20260105,527632.3778,527632.3778
300917.SZ,20260105,675831.0,675831.0
301266.SZ,20260105,407363.8013,386478.7973
688399.SH,20260105,577708.4142,577708.4142
603737.SH,20260105,3471431.2105,3471431.2105
601158.SH,20260105,2150410.0603,2150410.0603
600221.SH,20260105,7692382.5912,7626501.6581
603897.SH,20260105,553041.1894,553041.1894
600539.SH,20260105,235980.0,235980.0
001299.SZ,20260105,321253.5143,289162.8168
002406.SZ,20260105,579798.7151,478157.041
002572.SZ,20260105,1311670.2374,887293.4504
300121.SZ,20260105,566779.2947,546625.9874
003011.SZ,20260105,222396.216,169140.2672
002112.SZ,20260105,399724.4122,356166.1085
600187.SH,20260105,406672.838,406672.838
688334.SH,20260105,625561.0248,310043.6832
000021.SZ,20260105,4141378.1649,4140715.9236
688371.SH,20260105,647797.1194,647797.1194
603360.SH,20260105,2285339.7443,2285339.7443
002928.SZ,20260105,1394561.5311,1394554.5759
688515.SH,20260105,847040.0,527487.8072
000875.SZ,20260105,2045780.6331,1885116.345
600521.SH,20260105,2657621.3096,2657621.3096
300215.SZ,20260105,483165.7506,322416.4054
001306.SZ,20260105,539258.148,132990.0
300884.SZ,20260105,450860.3683,339943.9575
688488.SH,20260105,696816.33,696816.33
000565.SZ,20260105,318690.2817,318690.2817
605138.SH,20260105,392232.5386,392232.5386
605365.SH,20260105,1320293.8639,1320293.8639
002434.SZ,20260105,1248282.6,1247085.3386
000523.SZ,20260105,701148.9521,506211.1788
002530.SZ,20260105,825170.8673,736135.6107
688219.SH,20260105,685900.8,685900.8
688575.SH,20260105,833084.1414,833084.1414
301638.SZ,20260105,6241653.4015,461266.0521
688186.SH,20260105,648771.8804,648771.8804
603226.SH,20260105,1153215.3019,1153215.3019
300986.SZ,20260105,552869.0745,552439.4479
603312.SH,20260105,759037.628,241562.108
000430.SZ,20260105,618561.4242,283105.1553
601238.SH,20260105,8351396.9721,6047248.3303
301613.SZ,20260105,765666.9578,446606.3378
600929.SH,20260105,918463.4234,918190.2789
300008.SZ,20260105,1448088.4135,1380429.0795
600028.SH,20260105,73643638.1612,57704257.5034
002348.SZ,20260105,583475.2,556576.3274
300331.SZ,20260105,860780.4781,696865.9406
603389.SH,20260105,1192894.08,1192894.08
002825.SZ,20260105,396180.7473,297591.0493
605018.SH,20260105,539635.5304,539635.5304
002132.SZ,20260105,490540.6443,489818.7546
688020.SH,20260105,639041.976,639041.976
300659.SZ,20260105,408295.2487,298441.7191
600118.SH,20260105,11759854.4476,11759854.4476
300036.SZ,20260105,900284.6093,801098.8986
000837.SZ,20260105,1343390.484,1322720.5815
688699.SH,20260105,497492.1728,497492.1728
300413.SZ,20260105,4630034.0171,2528707.3961
920855.BJ,20260105,135267.3327,121336.8089
600826.SH,20260105,852483.3833,852483.3833
002182.SZ,20260105,1541244.0734,1345006.3644
001209.SZ,20260105,273961.8258,200165.1268
301365.SZ,20260105,430740.0,242607.9683
601200.SH,20260105,1090446.5033,1090446.5033
300866.SZ,20260105,6154553.1478,3466355.6546
000729.SZ,20260105,3323057.883,2958826.2604
000538.SZ,20260105,10227393.2404,10161655.8614
002134.SZ,20260105,650518.4861,650114.9394
300727.SZ,20260105,648671.0036,582924.8458
000993.SZ,20260105,551373.5518,529456.0767
600315.SH,20260105,1537380.8163,1537380.8163
301026.SZ,20260105,459152.8363,323695.5121
000810.SZ,20260105,1442976.8119,1403815.0532
301078.SZ,20260105,1352009.2044,1344507.7932
000066.SZ,20260105,4716118.2667,4715812.3432
600608.SH,20260105,112470.6128,108883.0328
300930.SZ,20260105,301500.0,142081.878
605060.SH,20260105,929888.08,923504.646
300903.SZ,20260105,830632.9273,657775.5095
002042.SZ,20260105,712585.4877,712585.4877
002650.SZ,20260105,714069.0665,714044.879
300289.SZ,20260105,393864.3166,393245.2966
688102.SH,20260105,3214051.0756,3040685.2919
600566.SH,20260105,2437535.578,2429306.7826
601886.SH,20260105,923396.6789,923396.6789
300081.SZ,20260105,325379.9343,325330.667
001234.SZ,20260105,299027.6421,250125.5265
600529.SH,20260105,1348463.8776,1348463.8776
300729.SZ,20260105,470742.2689,438117.6779
603051.SH,20260105,357531.966,357531.966
601388.SH,20260105,677976.5657,677976.5657
600449.SH,20260105,593900.8542,593900.8542
920526.BJ,20260105,195999.0,124110.9418
300095.SZ,20260105,503268.0165,405795.0406
002391.SZ,20260105,389755.53,278472.4866
003028.SZ,20260105,433120.023,211120.8236
001376.SZ,20260105,785834.5,364448.5462
600356.SH,20260105,262584.8813,262584.8813
002349.SZ,20260105,613129.757,601679.691
300206.SZ,20260105,799355.7541,466625.4201
688150.SH,20260105,1095837.544,1095837.544
688717.SH,20260105,1018400.0,630439.2979
002470.SZ,20260105,581626.9103,581577.6468
603060.SH,20260105,492827.8987,492827.8987
600498.SH,20260105,4792973.044,4487552.1182
603334.SH,20260105,608296.5,131636.3291
300656.SZ,20260105,380582.1601,295564.9118
300477.SZ,20260105,283012.9334,261584.5476
600422.SH,20260105,959088.2841,959088.2841
301161.SZ,20260105,429960.0,429960.0
300893.SZ,20260105,1143717.0612,606611.1582
300853.SZ,20260105,307557.8064,230766.9403
603320.SH,20260105,280693.154,280693.154
002451.SZ,20260105,461822.16,460228.152
300471.SZ,20260105,594280.636,463317.2787
301516.SZ,20260105,443508.7729,110877.1936
688301.SH,20260105,2277095.7779,2158109.3123
603886.SH,20260105,323280.0,323280.0
001324.SZ,20260105,251436.0,148772.8592
605099.SH,20260105,1446261.8442,1442358.409
000019.SZ,20260105,796401.8605,287605.5372
605177.SH,20260105,209260.2623,205353.0664
002315.SZ,20260105,1529076.8886,975159.558
603097.SH,20260105,465844.355,453280.0
600763.SH,20260105,1840147.4273,1840147.4273
603000.SH,20260105,2156097.5592,2156097.5592
603801.SH,20260105,400905.9416,400905.9416
002660.SZ,20260105,330592.3196,317948.6802
600166.SH,20260105,2280211.3057,2280211.3057
600288.SH,20260105,663062.4,663062.4
603122.SH,20260105,920695.7401,920695.7401
002955.SZ,20260105,721988.3715,598849.6332
600079.SH,20260105,3022882.4872,2857967.082
920556.BJ,20260105,163896.2432,119378.7442
300996.SZ,20260105,476760.4169,395844.6522
301097.SZ,20260105,313953.682,154173.682
301202.SZ,20260105,555148.0,151322.6
300384.SZ,20260105,523490.9219,361401.8098
603776.SH,20260105,503965.2267,503965.2267
603538.SH,20260105,446336.0255,437363.2517
002302.SZ,20260105,775085.5427,775085.5427
601838.SH,20260105,6883219.0181,6871238.5136
002456.SZ,20260105,3629535.1992,3581159.4299
000802.SZ,20260105,324302.8155,324105.7605
301225.SZ,20260105,1616449.68,467234.952
301170.SZ,20260105,283800.0,95287.0562
002207.SZ,20260105,205451.4164,204476.5296
600784.SH,20260105,468902.6802,468902.6802
601996.SH,20260105,257810.3157,257810.3157
001212.SZ,20260105,1026501.7594,888019.2822
688296.SH,20260105,147605.3669,146913.8429
002673.SZ,20260105,3584604.5274,3295561.4441
603926.SH,20260105,402538.9879,395888.2179
002448.SZ,20260105,780231.1906,604042.6043
300347.SZ,20260105,5094691.1379,3350289.4569
600370.SH,20260105,970272.4271,970272.4271
603690.SH,20260105,1229315.2425,1229315.2425
600783.SH,20260105,1656943.7884,1656943.7884
920706.BJ,20260105,229534.6286,105189.6251
600511.SH,20260105,2191831.2092,1607471.3617
920066.BJ,20260105,156064.8085,49345.4685
000620.SZ,20260105,1614749.136,1284730.9241
300130.SZ,20260105,1512986.761,1157884.2054
600851.SH,20260105,846146.7411,517482.4831
603137.SH,20260105,257021.3343,103595.3343
920239.BJ,20260105,598113.7601,589443.0158
301236.SZ,20260105,4590317.6496,3772373.8866
600726.SH,20260105,1889853.3542,1786605.3537
600933.SH,20260105,2088078.7194,1981140.7932
603767.SH,20260105,728370.34,728370.34
300940.SZ,20260105,646336.6119,457162.7621
601778.SH,20260105,1385545.6623,1385545.6623
688623.SH,20260105,572797.0495,185397.0495
688317.SH,20260105,401994.5339,401994.5339
688067.SH,20260105,173196.0,173196.0
600378.SH,20260105,4196368.7639,3489055.1258
603697.SH,20260105,528627.4331,528627.4331
301270.SZ,20260105,380200.0,359261.7929
601900.SH,20260105,1209180.9989,1209180.9989
301260.SZ,20260105,826931.4248,350402.9098
600906.SH,20260105,2183885.0,1429610.1214
000058.SZ,20260105,1161022.2337,928609.2108
600522.SH,20260105,6245697.8632,6245697.8632
603185.SH,20260105,2154424.2335,2141636.0251
300725.SZ,20260105,936632.208,812071.8914
603738.SH,20260105,614332.8873,614332.8873
600753.SH,20260105,194148.9485,194148.9485
002972.SZ,20260105,294718.5424,161306.7346
300670.SZ,20260105,223112.0172,158184.7351
000926.SZ,20260105,364788.9332,360264.8942
688651.SH,20260105,336656.535,144909.0121
603900.SH,20260105,293971.4309,292878.7559
688697.SH,20260105,713440.0728,713440.0728
920026.BJ,20260105,298186.6347,135200.7145
603797.SH,20260105,279653.5172,279653.5172
002759.SZ,20260105,2560560.9637,2558311.269
000716.SZ,20260105,473564.0675,464695.348
603519.SH,20260105,323321.9965,323321.9965
000615.SZ,20260105,623834.9499,322935.4229
300925.SZ,20260105,924725.1944,753970.9657
300153.SZ,20260105,955200.0,950215.4022
688035.SH,20260105,704656.96,704656.96
301025.SZ,20260105,399108.4718,276319.2878
002083.SZ,20260105,1239150.4667,1238740.0952
301311.SZ,20260105,454560.0,454560.0
600335.SH,20260105,969271.0724,969271.0724
301293.SZ,20260105,1457975.894,1139173.608
300537.SZ,20260105,466317.8331,322967.6753
002733.SZ,20260105,771119.3304,740307.5573
688071.SH,20260105,290913.543,290913.543
601665.SH,20260105,3519997.9243,3519997.9243
300523.SZ,20260105,555306.0419,554639.644
603197.SH,20260105,811906.9322,811906.9322
000977.SZ,20260105,9968019.5341,9956854.2856
300795.SZ,20260105,410082.3896,237719.8544
600196.SH,20260105,7282260.7693,5777119.0258
002329.SZ,20260105,325469.9581,254302.0693
600757.SH,20260105,1083789.6938,1083652.913
002420.SZ,20260105,322862.65,313654.0898
300154.SZ,20260105,432022.5482,302797.7911
300719.SZ,20260105,452778.5542,319903.4551
301598.SZ,20260105,375175.3105,111778.9955
002949.SZ,20260105,306808.6472,237695.7823
601816.SH,20260105,25098873.5168,25098873.5168
688329.SH,20260105,177791.6,177791.6
603050.SH,20260105,756626.8061,756626.8061
603311.SH,20260105,355005.28,355005.28
603355.SH,20260105,1853214.159,1853214.159
002324.SZ,20260105,1956599.4602,1365469.4172
300004.SZ,20260105,582232.2344,582232.2344
300756.SZ,20260105,891060.0871,741976.4159
300915.SZ,20260105,306796.1354,140434.3781
001318.SZ,20260105,439536.3,439536.3
300373.SZ,20260105,3781700.5975,3773349.1056
002303.SZ,20260105,618654.7687,390642.5508
603119.SH,20260105,4228138.7516,2369895.1104
605117.SH,20260105,7909369.4535,7909369.4535
688162.SH,20260105,427617.3172,427617.3172
301276.SZ,20260105,377006.4,134000.4844
920204.BJ,20260105,169718.0346,89976.4884
600595.SH,20260105,3298505.9088,3298505.9088
603398.SH,20260105,376400.8428,376400.8428
002588.SZ,20260105,1140373.0602,850011.5943
002649.SZ,20260105,780849.6057,731756.8556
000672.SZ,20260105,1266030.4577,1266030.4577
688083.SH,20260105,1184979.0283,1184979.0283
000892.SZ,20260105,715134.7648,518199.775
600839.SH,20260105,4353118.3013,4351905.989
603063.SH,20260105,1503192.6105,1503192.6105
688548.SH,20260105,2022637.9327,1059623.4001
000659.SZ,20260105,506566.7929,506566.7929
300076.SZ,20260105,358280.0,358280.0
600658.SH,20260105,620814.7,620814.7
002697.SZ,20260105,806480.0,678927.1825
002376.SZ,20260105,626564.8442,603952.4004
300661.SZ,20260105,4343011.3852,4165254.4397
002515.SZ,20260105,750580.7817,750571.7979
002906.SZ,20260105,1635122.8127,1634532.651
600939.SH,20260105,608791.9821,608791.9821
603103.SH,20260105,1065456.0,1065456.0
301048.SZ,20260105,613866.7434,613866.7434
603686.SH,20260105,1199763.0068,1199763.0068
000966.SZ,20260105,1496845.0569,1402454.8126
600101.SH,20260105,512799.2729,512799.2729
605296.SH,20260105,1529688.2785,1509924.5785
002144.SZ,20260105,223074.3103,173707.0763
300485.SZ,20260105,538021.3688,305853.7923
688181.SH,20260105,446209.7696,446209.7696
301609.SZ,20260105,687190.72,146611.2794
301345.SZ,20260105,2809104.069,748532.689
600461.SH,20260105,1219947.4191,1219947.4191
603117.SH,20260105,287015.7184,287015.7184
600405.SH,20260105,323574.0225,322143.0416
920906.BJ,20260105,187828.27,95932.6977
601956.SH,20260105,444455.8619,444455.8619
300389.SZ,20260105,621564.9338,392677.3446
301123.SZ,20260105,1736336.0,1728640.0
000663.SZ,20260105,249819.4753,227275.4874
605588.SH,20260105,376157.1891,374269.7523
688248.SH,20260105,2599314.1,2599314.1
601113.SH,20260105,525576.4596,525576.4596
688429.SH,20260105,529201.0584,158531.4742
000793.SZ,20260105,549242.5007,539277.3691
300444.SZ,20260105,788242.9638,613367.8919
000709.SZ,20260105,2408549.2144,2408151.0887
000677.SZ,20260105,379286.3192,379286.3192
002483.SZ,20260105,625846.6996,624987.0641
300516.SZ,20260105,1553940.0,1553940.0
002267.SZ,20260105,842953.1873,842953.1873
000698.SZ,20260105,302400.8118,289928.6118
301277.SZ,20260105,473630.7072,473630.7072
300184.SZ,20260105,1175203.7966,1068177.7758
301330.SZ,20260105,933404.2473,451786.3784
601002.SH,20260105,490582.5301,490582.5301
688121.SH,20260105,259545.1573,225162.667
002047.SZ,20260105,561012.0164,560983.5334
300210.SZ,20260105,434829.5178,434412.8413
002611.SZ,20260105,2320147.764,1910188.8295
603528.SH,20260105,724284.3144,724284.3144
688609.SH,20260105,509000.0,509000.0
301041.SZ,20260105,293903.4,217426.3604
300142.SZ,20260105,1812061.897,1762885.1627
300067.SZ,20260105,578341.6616,469679.3242
920527.BJ,20260105,110898.8669,67034.5322
920508.BJ,20260105,135060.0,70332.495
603329.SH,20260105,276056.4972,227846.8905
000700.SZ,20260105,1326532.2371,1326532.2371
603069.SH,20260105,788736.0,788736.0
600976.SH,20260105,521708.6386,521368.5386
300947.SZ,20260105,309832.2768,309709.3486
300846.SZ,20260105,1180799.8456,921425.9546
002332.SZ,20260105,902154.8378,897931.2244
000007.SZ,20260105,399108.1467,399108.1467
003816.SZ,20260105,19037976.3847,14829289.7597
000788.SZ,20260105,380835.9646,380835.9646
002762.SZ,20260105,251357.75,150078.6881
603232.SH,20260105,542602.528,536153.3884
920931.BJ,20260105,134413.83,41178.1698
002632.SZ,20260105,798862.2361,744232.2081
300025.SZ,20260105,299170.2381,297758.5671
688739.SH,20260105,1085268.7,1085268.7
688523.SH,20260105,2530386.72,600232.6122
301219.SZ,20260105,2005550.4235,1966355.0117
920871.BJ,20260105,132083.9932,69629.6143
002356.SZ,20260105,520568.0448,520565.0673
300160.SZ,20260105,425120.4606,419297.7344
600223.SH,20260105,752260.8935,752260.8935
002685.SZ,20260105,759798.7433,759697.4623
688315.SH,20260105,582680.0,582680.0
603255.SH,20260105,400275.6177,180448.1876
301656.SZ,20260105,6456863.5934,448077.3377
000561.SZ,20260105,1104215.3082,915554.2426
603027.SH,20260105,1337124.7882,1253364.2131
603990.SH,20260105,471675.4057,471675.4057
600428.SH,20260105,1939951.7193,1728816.9072
603666.SH,20260105,671467.8821,671467.8821
001339.SZ,20260105,1340111.7719,634246.3403
002006.SZ,20260105,1257380.3314,1257380.3314
603353.SH,20260105,480821.082,476659.146
002958.SZ,20260105,1716686.809,1680850.0368
603175.SH,20260105,3035605.6637,305619.1934
002982.SZ,20260105,278782.1227,178189.7074
002300.SZ,20260105,660213.0018,660154.9701
600657.SH,20260105,1001009.3868,1001009.3868
002867.SZ,20260105,1328620.045,1320814.4881
300369.SZ,20260105,617693.8779,615738.6171
600858.SH,20260105,327641.9511,326055.2583
920394.BJ,20260105,650666.25,645873.8406
301581.SZ,20260105,387920.0,237009.422
603095.SH,20260105,439057.64,439057.64
600150.SH,20260105,25948342.201,25948342.201
300536.SZ,20260105,228764.7437,228748.1594
605319.SH,20260105,743233.2234,639235.9454
300595.SZ,20260105,1427986.1512,1066249.1422
002497.SZ,20260105,2890626.8002,2654846.7607
603029.SH,20260105,221934.518,221934.518
000711.SZ,20260105,497113.8628,397717.6662
002073.SZ,20260105,835155.9404,830567.8205
688166.SH,20260105,2231020.2471,2231020.2471
000957.SZ,20260105,682432.4303,682432.4303
300252.SZ,20260105,990582.1357,835952.7707
603928.SH,20260105,431907.84,431907.84
301257.SZ,20260105,436501.3543,416136.9722
600843.SH,20260105,882186.9358,580428.517
600135.SH,20260105,546114.1067,546114.1067
002239.SZ,20260105,993377.6699,976415.2659
002905.SZ,20260105,413575.68,384034.56
603668.SH,20260105,838363.1422,838363.1422
300227.SZ,20260105,553271.7227,430469.3226
002149.SZ,20260105,2247250.3032,2246905.0782
600543.SH,20260105,171799.2,171799.2
000908.SZ,20260105,607044.3022,607044.3022
301326.SZ,20260105,804024.1722,301958.2405
600339.SH,20260105,1864771.2553,1864771.2553
002307.SZ,20260105,814496.8537,626536.0415
301065.SZ,20260105,233244.0,189832.5
300265.SZ,20260105,638275.8223,637866.8342
603172.SH,20260105,238883.58,89693.28
600605.SH,20260105,613277.6614,613277.6614
688521.SH,20260105,7584453.8715,7584453.8715
688187.SH,20260105,6898377.933,4414050.161
300200.SZ,20260105,514151.0348,505688.8639
300878.SZ,20260105,412073.2564,410176.7873
002866.SZ,20260105,526351.4614,329542.5079
688228.SH,20260105,1498546.0598,1498546.0598
002647.SZ,20260105,861282.2426,516434.8229
002890.SZ,20260105,247338.233,235121.0098
600129.SH,20260105,1014609.4604,1014609.4604
001285.SZ,20260105,1123410.9772,253286.2194
002491.SZ,20260105,740456.689,708234.2603
688234.SH,20260105,4273850.9395,3789621.697
301255.SZ,20260105,444165.12,111041.28
002766.SZ,20260105,575126.3806,569594.1583
002115.SZ,20260105,1073752.5236,995906.8844
300904.SZ,20260105,458113.4753,139131.8753
688700.SH,20260105,1096624.998,1096624.998
002408.SZ,20260105,1384465.1191,1339779.9553
301488.SZ,20260105,1445964.0,367969.3588
603208.SH,20260105,259203.6221,259203.6221
688122.SH,20260105,5080376.3665,5080376.3665
920227.BJ,20260105,240853.1775,108807.757
688681.SH,20260105,186521.94,186521.94
002935.SZ,20260105,937266.5427,917350.8514
600496.SH,20260105,825901.6878,825901.6878
300966.SZ,20260105,234481.7106,155332.9737
920685.BJ,20260105,126841.0942,75923.1119
300504.SZ,20260105,405181.7471,326286.0388
002223.SZ,20260105,3919684.7924,3676018.4212
002036.SZ,20260105,1180969.1211,1178741.9967
688207.SH,20260105,406846.8139,406846.8139
002401.SZ,20260105,600244.5306,599752.7631
688137.SH,20260105,288421.0543,134296.0543
603725.SH,20260105,284432.2154,267451.6154
600644.SH,20260105,582369.0637,582369.0637
301160.SZ,20260105,815787.4483,527464.394
600160.SH,20260105,10186141.9636,10186141.9636
002843.SZ,20260105,505237.2869,503340.6719
603803.SH,20260105,480968.1865,480968.1865
600617.SH,20260105,613482.9848,564622.5751
300689.SZ,20260105,541123.6,473633.7565
001395.SZ,20260105,385775.28,87057.5015
600382.SH,20260105,506917.905,506917.905
601985.SH,20260105,17914729.8065,16447341.1192
600642.SH,20260105,3832064.1514,3831855.7011
600295.SH,20260105,3638409.1302,2568249.1302
600444.SH,20260105,270734.1523,270734.1523
605100.SH,20260105,764187.48,760615.632
301399.SZ,20260105,365784.54,108109.4495
600606.SH,20260105,2361108.6768,2361108.6768
300320.SZ,20260105,566362.6079,457612.0605
003036.SZ,20260105,346459.9278,346458.2457
301233.SZ,20260105,270320.44,104594.2365
300313.SZ,20260105,198537.007,163408.1093
605118.SH,20260105,1234516.104,1223790.696
300890.SZ,20260105,362434.7339,331101.7232
301309.SZ,20260105,294364.7232,74764.7232
002436.SZ,20260105,3785173.0248,3363877.3891
301290.SZ,20260105,263355.6951,179201.5786
002173.SZ,20260105,1044078.7768,984976.3121
300936.SZ,20260105,294784.0,186044.278
002268.SZ,20260105,1835030.3001,1834296.4604
688507.SH,20260105,926731.3536,512051.592
001316.SZ,20260105,461037.2571,445722.9982
603838.SH,20260105,240332.016,240332.016
002519.SZ,20260105,803145.2303,797694.0337
603529.SH,20260105,2613467.7637,2548614.219
000900.SZ,20260105,623827.4453,623799.7028
600958.SH,20260105,9456766.21,8313534.4276
601156.SH,20260105,2929040.0008,1742778.8008
600770.SH,20260105,679900.0,679900.0
600097.SH,20260105,275872.3601,275872.3601
688089.SH,20260105,394684.8864,394684.8864
603813.SH,20260105,412603.935,412603.935
300174.SZ,20260105,575088.1584,573085.6754
688007.SH,20260105,852127.3873,852127.3873
002416.SZ,20260105,1560255.7938,1540895.5187
300605.SZ,20260105,262675.8693,189814.5016
300033.SZ,20260105,17854233.6,9149815.8506
301223.SZ,20260105,360569.1545,209132.117
000655.SZ,20260105,578670.7036,578670.7036
605009.SH,20260105,673371.5208,671974.0928
688458.SH,20260105,450607.9812,343676.9056
603271.SH,20260105,810289.68,162123.84
688661.SH,20260105,867127.5986,867127.5986
600674.SH,20260105,6819574.9524,6819574.9524
603198.SH,20260105,3208800.0,3208800.0
002603.SZ,20260105,2933758.6403,2417742.8737
002351.SZ,20260105,1090045.182,638815.6062
300816.SZ,20260105,381280.0,270082.4094
001266.SZ,20260105,365736.7992,204496.7353
002190.SZ,20260105,1346311.2243,1346311.2243
002728.SZ,20260105,584822.8454,429568.3544
300963.SZ,20260105,1002128.4,632366.7058
002444.SZ,20260105,4088698.817,3926293.1991
603648.SH,20260105,385607.2192,385607.2192
601825.SH,20260105,9027200.0005,8774477.1532
301232.SZ,20260105,1428084.593,848678.035
000753.SZ,20260105,780295.6029,780295.6029
603569.SH,20260105,463493.5688,463493.5688
002291.SZ,20260105,622137.6597,577968.3046
300721.SZ,20260105,211498.3661,177505.1913
002167.SZ,20260105,982285.7444,960385.6891
001368.SZ,20260105,281518.7625,79348.9228
300169.SZ,20260105,205370.1342,190093.5427
603721.SH,20260105,252720.0,252720.0
300171.SZ,20260105,1274337.8586,936261.8387
301203.SZ,20260105,266400.0,145995.525
301087.SZ,20260105,1036755.811,964047.9603
300959.SZ,20260105,831163.7876,541457.6749
300546.SZ,20260105,473487.1371,339739.7799
600531.SH,20260105,1522461.7368,1522461.7368
002498.SZ,20260105,1270836.072,1270836.072
000599.SZ,20260105,522725.7517,522716.8717
688796.SH,20260105,2460175.8021,197561.4637
688560.SH,20260105,291887.7811,291887.7811
002863.SZ,20260105,344703.0436,344703.0436
688727.SH,20260105,2353985.3844,263223.9414
002743.SZ,20260105,238091.8575,237710.325
601700.SH,20260105,631662.4251,631662.4251
603378.SH,20260105,289302.7334,289302.7334
002919.SZ,20260105,596751.8618,591965.1126
601319.SH,20260105,41703223.1198,33474384.4578
600610.SH,20260105,1085201.1749,717940.1522
002215.SZ,20260105,1082591.0409,846136.4577
600694.SH,20260105,619499.7326,619499.7326
600121.SH,20260105,511733.056,511733.056
920367.BJ,20260105,150651.0175,88828.2492
000752.SZ,20260105,285650.4458,285650.4458
301272.SZ,20260105,243194.0611,130232.5745
603014.SH,20260105,1733261.6198,163335.0605
301606.SZ,20260105,2518917.4322,1329648.0119
601162.SH,20260105,4241147.7835,3619745.5696
603216.SH,20260105,1035508.5,1035508.5
920808.BJ,20260105,1456000.0073,1416485.4631
601881.SH,20260105,17538781.2186,11618441.8673
002837.SZ,20260105,10351492.1902,9012066.682
600503.SH,20260105,432618.3,432618.3
688008.SH,20260105,14645598.8058,14645598.8058
603181.SH,20260105,855381.1,855381.1
688669.SH,20260105,279066.6682,279066.6682
300242.SZ,20260105,325526.8299,325526.6524
002366.SZ,20260105,1608564.7957,971246.9735
600031.SH,20260105,19548579.4331,18016553.2187
002046.SZ,20260105,2268408.7121,2236768.2148
000598.SZ,20260105,2166390.3314,2162919.3254
920374.BJ,20260105,200371.244,83851.1084
002706.SZ,20260105,1208482.5215,984528.7988
000488.SZ,20260105,647120.364,369905.2218
603608.SH,20260105,439442.6667,439442.6667
002064.SZ,20260105,5463760.8306,5448381.7048
002045.SZ,20260105,809975.7101,809039.3501
603223.SH,20260105,669907.4491,669907.4491
920976.BJ,20260105,199379.054,123976.076
600267.SH,20260105,1224024.0081,1223350.9139
001914.SZ,20260105,1163306.7232,1163303.08
920247.BJ,20260105,429150.3082,311176.584
603171.SH,20260105,2464076.08,2461316.96
000735.SZ,20260105,1002968.3264,1002431.7373
603303.SH,20260105,621935.7258,621935.7258
002099.SZ,20260105,1040833.9077,1038893.7259
920726.BJ,20260105,207915.15,114350.6842
300997.SZ,20260105,1150992.7127,1015585.0905
600548.SH,20260105,2240926.9601,1513838.143
920080.BJ,20260105,229163.0,62565.3672
600381.SH,20260105,254197.3009,254197.3009
600602.SH,20260105,2572593.7689,2020763.9242
002707.SZ,20260105,701658.5336,589197.9587
000603.SZ,20260105,2252749.9147,2176828.9121
301002.SZ,20260105,477622.1258,286843.661
000042.SZ,20260105,514579.3016,514037.5503
601069.SH,20260105,2577216.519,2509856.1052
002205.SZ,20260105,254791.0656,254791.0656
301066.SZ,20260105,465382.6829,373986.3398
301238.SZ,20260105,1549533.2629,1549533.2629
600980.SH,20260105,439091.3803,435683.9731
600252.SH,20260105,882013.1704,882013.1704
002136.SZ,20260105,263614.52,262922.7618
000953.SZ,20260105,267269.2024,267269.2024
301428.SZ,20260105,341682.6678,211924.0578
600810.SH,20260105,984587.7354,975881.8994
300073.SZ,20260105,3267394.889,3037345.7859
603477.SH,20260105,879361.3213,879361.3213
603376.SH,20260105,1494003.735,115925.4248
301119.SZ,20260105,534248.0,432073.07
000858.SZ,20260105,41882550.374,41880786.2845
603162.SH,20260105,1111919.876,334390.5472
300322.SZ,20260105,1296387.5152,1241133.8901
300371.SZ,20260105,255545.9659,170701.1839
603180.SH,20260105,314530.2024,314530.2024
603001.SH,20260105,351258.48,351258.48
603161.SH,20260105,265366.5173,260372.0438
300885.SZ,20260105,880442.5864,592579.0657
688323.SH,20260105,406080.5053,406080.5053
301602.SZ,20260105,966739.993,131704.8065
002742.SZ,20260105,304425.4082,233162.2547
920599.BJ,20260105,971302.5,732006.1266
688365.SH,20260105,753709.6907,753709.6907
603173.SH,20260105,687520.0,212873.38
000570.SZ,20260105,393070.7264,309520.7264
003021.SZ,20260105,2940491.3712,2532823.7834
688206.SH,20260105,1588399.1635,1588399.1635
600259.SH,20260105,1919030.4306,1919030.4306
300647.SZ,20260105,316923.4696,316453.0051
300276.SZ,20260105,1356209.6143,1023296.091
300122.SZ,20260105,4651133.4784,2747997.0399
301387.SZ,20260105,588604.0829,235361.3625
002419.SZ,20260105,642866.2625,642791.8272
300031.SZ,20260105,972748.5725,817468.0951
600893.SH,20260105,10705026.4598,10703141.0281
688029.SH,20260105,1613609.355,1613609.355
301116.SZ,20260105,492530.6135,492528.1453
603033.SH,20260105,1098189.185,1078345.5342
603499.SH,20260105,632422.2751,632422.2751
603201.SH,20260105,321825.6491,319072.9329
002478.SZ,20260105,755774.7473,606365.384
002541.SZ,20260105,1124727.9415,808686.0532
300638.SZ,20260105,2740962.2925,1616807.5888
600660.SH,20260105,16832845.7814,12919261.8414
600016.SH,20260105,16856231.1233,13652917.437
601619.SH,20260105,1348590.6064,1127236.0249
300162.SZ,20260105,336866.5541,274755.9093
301079.SZ,20260105,357951.3209,228459.8039
601595.SH,20260105,1265716.8,1265716.8
600398.SH,20260105,2910478.7994,2910478.7994
920885.BJ,20260105,394252.3292,201251.1261
