datetime,symbol,mom_factor,position
2015-06-24,600519,-0.0851926977687627,0.5
2015-06-24,601318,-0.0893077873918417,0.0
2015-06-24,1,-0.0903954802259886,0.0
2015-06-25,858,0.1796690307328605,0.5
2015-06-25,600519,-0.0906872509960159,0.5
2015-06-25,601318,-0.0945604048070841,0.0
2015-06-25,1,-0.0978157644824311,0.0
2015-06-26,858,0.1169082125603866,0.5
2015-06-26,600519,-0.0714549775547926,0.5
2015-06-26,601318,-0.091554054054054,0.0
2015-06-26,1,-0.111111111111111,0.0
2015-06-29,858,0.1584832280019446,0.5
2015-06-29,600519,-0.0651787581016098,0.5
2015-06-29,601318,-0.1044826423997303,0.0
2015-06-29,1,-0.1154239019407558,0.0
2015-06-30,858,0.1460258780036969,0.5
2015-06-30,600519,-0.0508509017018034,0.5
2015-06-30,601318,-0.0625823451910407,0.0
2015-06-30,1,-0.0856299212598425,0.0
2015-07-01,858,0.0954773869346734,0.5
2015-07-01,600519,-0.0342401986138409,0.5
2015-07-01,601318,-0.0893333333333333,0.0
2015-07-01,1,-0.1180555555555554,0.0
2015-07-02,858,0.0060606060606061,0.5
2015-07-02,600519,-0.0094978223225061,0.5
2015-07-02,601318,-0.0905419050824638,0.0
2015-07-02,1,-0.1314229249011858,0.0
2015-07-03,600519,-0.0325251014740439,0.5
2015-07-03,858,-0.0720037896731407,0.5
2015-07-03,601318,-0.1537455021262675,0.0
2015-07-03,1,-0.2017208413001913,0.0
2015-07-06,600519,0.0008149073721954,0.5
2015-07-06,858,-0.0705663881151346,0.5
2015-07-06,601318,-0.1006622516556291,0.0
2015-07-06,1,-0.1487523992322457,0.0
2015-07-07,601318,-0.0647887323943662,0.5
2015-07-07,600519,-0.0773279141264134,0.5
2015-07-07,858,-0.1480322003577817,0.0
2015-07-07,1,-0.1529411764705883,0.0
2015-07-08,600519,-0.0856047700170358,0.5
2015-07-08,601318,-0.1333762886597937,0.5
2015-07-08,858,-0.2218693284936479,0.0
2015-07-08,1,-0.2230414746543778,0.0
2015-07-09,600519,-0.0118858954041204,0.5
2015-07-09,601318,-0.0911458333333332,0.5
2015-07-09,1,-0.1454033771106943,0.0
2015-07-09,858,-0.1662245800176834,0.0
2015-07-10,600519,0.0212630574261625,0.5
2015-07-10,858,-0.0782222222222223,0.5
2015-07-10,601318,-0.0896331738437001,0.0
2015-07-10,1,-0.0978157644824311,0.0
2015-07-13,600519,-0.0310021255637927,0.5
2015-07-13,858,-0.060965283657917,0.5
2015-07-13,601318,-0.1060025542784163,0.0
2015-07-13,1,-0.1251184834123223,0.0
2015-07-14,600519,-0.0454040911253237,0.5
2015-07-14,601318,-0.0959947037404833,0.5
2015-07-14,1,-0.1288102261553589,0.0
2015-07-14,858,-0.1707611759967781,0.0
2015-07-15,600519,-0.0105891935921803,0.5
2015-07-15,601318,-0.0862183754993342,0.5
2015-07-15,1,-0.1311311311311311,0.0
2015-07-15,858,-0.1938307628178407,0.0
2015-07-16,600519,-0.0137312141853173,0.5
2015-07-16,601318,-0.0979808010592518,0.5
2015-07-16,1,-0.1353233830845772,0.0
2015-07-16,858,-0.1921063229963753,0.0
2015-07-17,600519,0.0475356093149448,0.5
2015-07-17,601318,-0.041838134430727,0.5
2015-07-17,858,-0.0950537634408602,0.0
2015-07-17,1,-0.1017293997965411,0.0
2015-07-20,600519,0.070968120018753,0.5
2015-07-20,601318,0.0078740157480314,0.5
2015-07-20,858,-0.0643407340280924,0.0
2015-07-20,1,-0.0705882352941176,0.0
2015-07-21,600519,-0.0162366061666302,0.5
2015-07-21,601318,-0.046043656207367,0.5
2015-07-21,1,-0.0921465968586388,0.0
2015-07-21,858,-0.1335545416839485,0.0
2015-07-22,601318,-0.0661689854088903,0.5
2015-07-22,600519,-0.0694224474712278,0.5
2015-07-22,1,-0.1055900621118012,0.0
2015-07-22,858,-0.1595330739299609,0.0
2015-07-23,601318,0.0017464198393293,0.5
2015-07-23,600519,-0.0238786351936032,0.5
2015-07-23,1,-0.0810526315789473,0.0
2015-07-23,858,-0.1254509018036071,0.0
2015-07-24,601318,0.0412792859799182,0.5
2015-07-24,600519,0.0121715390740531,0.5
2015-07-24,1,-0.0284090909090909,0.0
2015-07-24,858,-0.0627162629757784,0.0
2015-07-27,601318,-0.0380127963869025,0.5
2015-07-27,1,-0.0819861431870669,0.5
2015-07-27,600519,-0.085266983505731,0.0
2015-07-27,858,-0.1817037347880822,0.0
2015-07-28,600519,-0.1056518946692357,0.5
2015-07-28,1,-0.1324004305705057,0.5
2015-07-28,601318,-0.1377371749824315,0.0
2015-07-28,858,-0.1927419354838709,0.0
2015-07-29,1,-0.0944881889763779,0.5
2015-07-29,600519,-0.0967759211653812,0.5
2015-07-29,601318,-0.1061493411420204,0.0
2015-07-29,858,-0.1605504587155963,0.0
2015-07-30,1,-0.1092150170648463,0.5
2015-07-30,601318,-0.1125092524056254,0.5
2015-07-30,600519,-0.1142191142191142,0.0
2015-07-31,1,-0.0538922155688621,0.5
2015-07-31,600519,-0.0730886006072316,0.5
2015-07-31,601318,-0.0981832238113645,0.0
2015-08-03,600519,-0.0764846379329062,0.5
2015-08-03,1,-0.0766629086809469,0.5
2015-08-03,601318,-0.1413843888070691,0.0
2015-08-04,600519,-0.0281809453888292,0.5
2015-08-04,1,-0.1217948717948717,0.5
2015-08-04,601318,-0.1997991967871485,0.0
2015-08-05,600519,-0.0207265952491849,0.5
2015-08-05,1,-0.0462633451957296,0.5
2015-08-05,601318,-0.1349442379182156,0.0
2015-08-06,600519,-0.1104517508687518,0.5
2015-08-06,1,-0.1207464324917673,0.5
2015-08-06,601318,-0.1765759312320918,0.0
2015-08-07,600519,-0.1277777777777776,0.5
2015-08-07,1,-0.151578947368421,0.5
2015-08-07,601318,-0.1699369306236859,0.0
2015-08-10,600519,-0.0778984538012947,0.5
2015-08-10,1,-0.1050920910075839,0.5
2015-08-10,601318,-0.1239285714285713,0.0
2015-08-11,600519,-0.05265780730897,0.5
2015-08-11,1,-0.0744920993227991,0.5
2015-08-11,601318,-0.1072867081655071,0.0
2015-08-12,600519,-0.0666849615806804,0.5
2015-08-12,1,-0.0748847926267282,0.5
2015-08-12,601318,-0.1395264116575592,0.0
2015-08-13,600519,-0.0676934882701161,0.5
2015-08-13,1,-0.0759493670886076,0.5
2015-08-13,601318,-0.1258715596330275,0.0
2015-08-14,600519,-0.0801812982247882,0.5
2015-08-14,1,-0.0849377123442808,0.5
2015-08-14,601318,-0.1521116678596993,0.0
2015-08-17,1,-0.0782508630609896,0.5
2015-08-17,600519,-0.0839398084815321,0.5
2015-08-17,601318,-0.1814630681818181,0.0
2015-08-18,600519,-0.0929146985273686,0.5
2015-08-18,1,-0.0957324106113033,0.5
2015-08-18,601318,-0.2180908115838398,0.0
2015-08-19,600519,-0.0714245192034946,0.5
2015-08-19,1,-0.0960648148148148,0.5
2015-08-19,601318,-0.2020348837209301,0.0
2015-08-20,600519,-0.1114851596252032,0.5
2015-08-20,1,-0.1179839633447881,0.5
2015-08-20,601318,-0.2552301255230126,0.0
2015-08-21,1,-0.1403508771929825,0.5
2015-08-21,600519,-0.1499775230388851,0.5
2015-08-21,601318,-0.2660714285714285,0.0
2015-08-24,600519,-0.1581907090464547,0.5
2015-08-24,1,-0.1685534591194968,0.5
2015-08-24,601318,-0.27660406885759,0.0
2015-08-25,600519,-0.1420706163973667,0.5
2015-08-25,1,-0.250620347394541,0.5
2015-08-25,601318,-0.2848410757946209,0.0
2015-08-26,600519,-0.1148532463682182,0.5
2015-08-26,1,-0.213664596273292,0.5
2015-08-26,601318,-0.2452907452907453,0.0
2015-08-27,600519,-0.0431220095693778,0.5
2015-08-27,1,-0.1187739463601532,0.5
2015-08-27,601318,-0.1547122602168473,0.0
2015-08-28,600519,-0.0685486272407837,0.5
2015-08-28,601318,-0.1114444920702957,0.5
2015-08-28,1,-0.1240506329113924,0.0
2015-08-31,600519,-0.0677129254099805,0.5
2015-08-31,601318,-0.0921955403087477,0.5
2015-08-31,1,-0.1367521367521367,0.0
2015-09-01,600519,-0.0830427708042772,0.5
2015-09-01,1,-0.1009732360097325,0.5
2015-09-01,601318,-0.1183605186114596,0.0
2015-09-02,1,-0.0584577114427858,0.5
2015-09-02,600519,-0.0607015457788345,0.5
2015-09-02,601318,-0.0992694456381606,0.0
2015-09-07,600519,-0.0792715908407957,0.5
2015-09-07,601318,-0.1217920835145714,0.5
2015-09-07,1,-0.1310861423220973,0.0
2015-09-08,600519,-0.0851241145306268,0.5
2015-09-08,601318,-0.1219924018573237,0.5
2015-09-08,1,-0.1277915632754342,0.0
2015-09-09,600519,-0.0962576153176675,0.5
2015-09-09,601318,-0.1337138198124745,0.5
2015-09-09,1,-0.1416464891041162,0.0
2015-09-10,600519,-0.0832310479864399,0.5
2015-09-10,601318,-0.1267432321575061,0.5
2015-09-10,1,-0.1390243902439024,0.0
2015-09-11,600519,-0.0790355777712437,0.5
2015-09-11,601318,-0.1117696867061812,0.5
2015-09-11,1,-0.1282689912826898,0.0
2015-09-14,600519,-0.0333352930801341,0.5
2015-09-14,601318,-0.1104114189756506,0.5
2015-09-14,1,-0.1344956413449562,0.0
2015-09-15,600519,-0.0380125535284799,0.5
2015-09-15,601318,-0.1253693541578726,0.5
2015-09-15,1,-0.1646039603960396,0.0
2015-09-16,600519,-0.0080640344065467,0.5
2015-09-16,601318,-0.0681127982646421,0.5
2015-09-16,1,-0.1310861423220973,0.0
2015-09-17,600519,-0.015254548796177,0.5
2015-09-17,601318,-0.0269775948788294,0.5
2015-09-17,1,-0.1224489795918367,0.0
2015-09-18,600519,-0.0108748778103616,0.5
2015-09-18,601318,-0.0209471766848816,0.5
2015-09-18,1,-0.1152368758002559,0.0
2015-09-21,600519,0.0217226572366759,0.5
