datetime,symbol,close,return,mom_factor,future_return
2015-05-26,000001,10.62,0.0009425070688029447,0.012392755004766443,-0.008474576271186418
2015-05-27,000001,10.53,-0.008474576271186418,-0.013120899718837897,-0.05982905982905973
2015-05-28,000001,9.9,-0.05982905982905973,-0.06954887218045114,-0.011111111111111183
2015-05-29,000001,9.79,-0.011111111111111183,-0.08247422680412375,0.03779366700715037
2015-06-01,000001,10.16,0.03779366700715037,-0.037878787878787956,-0.007874015748031482
2015-06-02,000001,10.08,-0.007874015748031482,-0.0049358341559724295,0.003968253968253954
2015-06-03,000001,10.12,0.003968253968253954,0.007968127490039834,0.03359683794466428
2015-06-04,000001,10.46,0.03359683794466428,0.0449550449550451,-0.003824091778202754
2015-06-05,000001,10.42,-0.003824091778202754,0.028627838104639647,0.06046065259117084
2015-06-08,000001,11.05,0.06046065259117084,0.0791015625,-0.018099547511312264
2015-06-09,000001,10.85,-0.018099547511312264,0.06372549019607843,-0.01751152073732709
2015-06-10,000001,10.66,-0.01751152073732709,0.05024630541871922,-0.012195121951219634
2015-06-11,000001,10.53,-0.012195121951219634,0.03743842364532002,0.0018993352326686086
2015-06-12,000001,10.55,0.0018993352326686086,0.06889564336372866,-0.0360189573459716
2015-06-15,000001,10.17,-0.0360189573459716,0.04845360824742273,-0.017699115044247815
2015-06-16,000001,9.99,-0.017699115044247815,0.003012048192771122,0.006006006006006093
2015-06-17,000001,10.05,0.006006006006006093,-0.0009940357852882276,-0.02189054726368167
2015-06-18,000001,9.83,-0.02189054726368167,-0.025768087215064406,-0.04883011190233977
2015-06-19,000001,9.35,-0.04883011190233977,-0.10096153846153855,0.021390374331550888
2015-06-23,000001,9.55,0.021390374331550888,-0.09990574929311957,0.011518324607329822
2015-06-24,000001,9.66,0.011518324607329822,-0.09039548022598864,-0.0165631469979296
2015-06-25,000001,9.5,-0.0165631469979296,-0.09781576448243112,-0.07368421052631569
2015-06-26,000001,8.8,-0.07368421052631569,-0.11111111111111105,-0.015909090909090984
2015-06-29,000001,8.66,-0.015909090909090984,-0.1154239019407558,0.07274826789838329
2015-06-30,000001,9.29,0.07274826789838329,-0.08562992125984259,-0.04305705059203435
2015-07-01,000001,8.89,-0.04305705059203435,-0.11805555555555547,-0.011248593925759387
2015-07-02,000001,8.79,-0.011248593925759387,-0.1314229249011858,-0.05005688282138787
2015-07-03,000001,8.35,-0.05005688282138787,-0.2017208413001913,0.062275449101796276
2015-07-06,000001,8.87,0.062275449101796276,-0.1487523992322457,0.055242390078917625
2015-07-07,000001,9.36,0.055242390078917625,-0.15294117647058836,-0.09935897435897434
2015-07-08,000001,8.43,-0.09935897435897434,-0.22304147465437785,0.08066429418742582
2015-07-09,000001,9.11,0.08066429418742582,-0.1454033771106943,0.04281009879253572
2015-07-10,000001,9.5,0.04281009879253572,-0.09781576448243112,-0.028421052631578902
2015-07-13,000001,9.23,-0.028421052631578902,-0.12511848341232235,-0.04008667388949094
2015-07-14,000001,8.86,-0.04008667388949094,-0.12881022615535898,-0.020316027088036037
2015-07-15,000001,8.68,-0.020316027088036037,-0.13113113113113117,0.0011520737327188613
2015-07-16,000001,8.69,0.0011520737327188613,-0.13532338308457725,0.016110471806674465
2015-07-17,000001,8.83,0.016110471806674465,-0.10172939979654116,-0.015855039637599155
2015-07-20,000001,8.69,-0.015855039637599155,-0.07058823529411762,-0.0023014959723820505
2015-07-21,000001,8.67,-0.0023014959723820505,-0.0921465968586388,-0.0034602076124566894
2015-07-22,000001,8.64,-0.0034602076124566894,-0.10559006211180122,0.01041666666666674
2015-07-23,000001,8.73,0.01041666666666674,-0.08105263157894738,-0.020618556701030855
2015-07-24,000001,8.55,-0.020618556701030855,-0.02840909090909094,-0.07017543859649134
2015-07-27,000001,7.95,-0.07017543859649134,-0.08198614318706698,0.01383647798742138
2015-07-28,000001,8.06,0.01383647798742138,-0.13240043057050577,-0.001240694789081842
2015-07-29,000001,8.05,-0.001240694789081842,-0.0944881889763779,-0.027329192546583947
2015-07-30,000001,7.83,-0.027329192546583947,-0.10921501706484638,0.008939974457215838
2015-07-31,000001,7.9,0.008939974457215838,-0.053892215568862145,0.036708860759493644
2015-08-03,000001,8.19,0.036708860759493644,-0.07666290868094694,0.003663003663003872
2015-08-04,000001,8.22,0.003663003663003872,-0.1217948717948717,-0.021897810218978297
2015-08-05,000001,8.04,-0.021897810218978297,-0.04626334519572961,-0.003731343283582045
2015-08-06,000001,8.01,-0.003731343283582045,-0.12074643249176731,0.006242197253433224
2015-08-07,000001,8.06,0.006242197253433224,-0.15157894736842104,0.02481389578163773
2015-08-10,000001,8.26,0.02481389578163773,-0.10509209100758399,-0.007263922518159882
2015-08-11,000001,8.2,-0.007263922518159882,-0.0744920993227991,-0.02073170731707319
2015-08-12,000001,8.03,-0.02073170731707319,-0.0748847926267282,0.0
2015-08-13,000001,8.03,0.0,-0.07594936708860767,0.0062266500622665255
2015-08-14,000001,8.08,0.0062266500622665255,-0.08493771234428082,-0.008663366336633671
2015-08-17,000001,8.01,-0.008663366336633671,-0.0782508630609896,-0.02122347066167285
2015-08-18,000001,7.84,-0.02122347066167285,-0.09573241061130333,-0.003826530612244916
2015-08-19,000001,7.81,-0.003826530612244916,-0.09606481481481488,-0.014084507042253502
2015-08-20,000001,7.7,-0.014084507042253502,-0.11798396334478811,-0.045454545454545525
2015-08-21,000001,7.35,-0.045454545454545525,-0.14035087719298256,-0.10068027210884345
2015-08-24,000001,6.61,-0.10068027210884345,-0.16855345911949682,-0.08623298033282911
2015-08-25,000001,6.04,-0.08623298033282911,-0.250620347394541,0.04801324503311255
2015-08-26,000001,6.33,0.04801324503311255,-0.21366459627329204,0.09004739336492906
2015-08-27,000001,6.9,0.09004739336492906,-0.11877394636015326,0.0028985507246375164
2015-08-28,000001,6.92,0.0028985507246375164,-0.1240506329113924,0.021676300578034713
2015-08-31,000001,7.07,0.021676300578034713,-0.1367521367521367,0.04526166902404527
2015-09-01,000001,7.39,0.04526166902404527,-0.10097323600973251,0.02435723951285529
2015-09-02,000001,7.57,0.02435723951285529,-0.05845771144278589,-0.08058124174372527
2015-09-07,000001,6.96,-0.08058124174372527,-0.13108614232209737,0.010057471264367956
2015-09-08,000001,7.03,0.010057471264367956,-0.12779156327543428,0.008534850640113723
2015-09-09,000001,7.09,0.008534850640113723,-0.14164648910411626,-0.004231311706629048
2015-09-10,000001,7.06,-0.004231311706629048,-0.13902439024390245,-0.008498583569405027
2015-09-11,000001,7.0,-0.008498583569405027,-0.12826899128268987,-0.0071428571428571175
2015-09-14,000001,6.95,-0.0071428571428571175,-0.13449564134495628,-0.02877697841726623
2015-09-15,000001,6.75,-0.02877697841726623,-0.16460396039603964,0.03111111111111109
2015-09-16,000001,6.96,0.03111111111111109,-0.13108614232209737,-0.011494252873563204
2015-09-17,000001,6.88,-0.011494252873563204,-0.12244897959183676,0.0043604651162791885
2015-09-18,000001,6.91,0.0043604651162791885,-0.11523687580025599,0.0
2015-09-21,000001,6.91,0.0,-0.10259740259740258,0.013024602026049159
2015-09-22,000001,7.0,0.013024602026049159,-0.04761904761904756,-0.02285714285714291
2015-09-23,000001,6.84,-0.02285714285714291,0.03479576399394846,0.0
2015-09-24,000001,6.84,0.0,0.13245033112582782,-0.014619883040935644
2015-09-25,000001,6.74,-0.014619883040935644,0.06477093206951023,-0.0014836795252225476
2015-09-28,000001,6.73,-0.0014836795252225476,-0.024637681159420333,-0.014858841010401247
2015-09-29,000001,6.63,-0.014858841010401247,-0.041907514450867045,0.010558069381598756
2015-09-30,000001,6.7,0.010558069381598756,-0.052333804809052364,0.020895522388059584
2015-10-08,000001,6.84,0.020895522388059584,-0.07442489851150202,0.01754385964912286
2015-10-09,000001,6.96,0.01754385964912286,-0.08058124174372527,0.031609195402298784
2015-10-12,000001,7.18,0.031609195402298784,0.031609195402298784,-0.00974930362116988
2015-10-13,000001,7.11,-0.00974930362116988,0.011379800853485111,-0.012658227848101333
2015-10-14,000001,7.02,-0.012658227848101333,-0.009873060648801224,0.017094017094017033
2015-10-15,000001,7.14,0.017094017094017033,0.011331444759206777,0.0056022408963585235
2015-10-16,000001,7.18,0.0056022408963585235,0.02571428571428558,0.001392757660167332
2015-10-19,000001,7.19,0.001392757660167332,0.03453237410071952,0.0055632823365785455
2015-10-20,000001,7.23,0.0055632823365785455,0.07111111111111112,-0.008298755186722073
2015-10-21,000001,7.17,-0.008298755186722073,0.030172413793103425,0.009762900976290068
2015-10-22,000001,7.24,0.009762900976290068,0.05232558139534893,0.012430939226519389
2015-10-23,000001,7.33,0.012430939226519389,0.06078147612156304,0.004092769440654953
2015-10-26,000001,7.36,0.004092769440654953,0.06512301013024602,-0.0027173913043478937
2015-10-27,000001,7.34,-0.0027173913043478937,0.04857142857142849,-0.019073569482288777
2015-10-28,000001,7.2,-0.019073569482288777,0.05263157894736836,0.0
2015-10-29,000001,7.2,0.0,0.05263157894736836,0.008333333333333304
2015-10-30,000001,7.26,0.008333333333333304,0.0771513353115727,-0.019283746556473802
2015-11-02,000001,7.12,-0.019283746556473802,0.05794947994056465,-0.008426966292134908
2015-11-03,000001,7.06,-0.008426966292134908,0.06485671191553544,0.058073654390934815
2015-11-04,000001,7.47,0.058073654390934815,0.11492537313432827,0.032128514056224855
2015-11-05,000001,7.71,0.032128514056224855,0.1271929824561404,0.027237354085603016
2015-11-06,000001,7.92,0.027237354085603016,0.13793103448275867,0.044191919191919116
2015-11-09,000001,8.27,0.044191919191919116,0.1518105849582172,-0.014510278113663788
2015-11-10,000001,8.15,-0.014510278113663788,0.14627285513361454,-0.015950920245398903
2015-11-11,000001,8.02,-0.015950920245398903,0.14245014245014254,-0.012468827930174564
2015-11-12,000001,7.92,-0.012468827930174564,0.10924369747899165,-0.012626262626262541
2015-11-13,000001,7.82,-0.012626262626262541,0.08913649025069637,0.008951406649616356
2015-11-16,000001,7.89,0.008951406649616356,0.09735744089012499,0.012674271229404344
2015-11-17,000001,7.99,0.012674271229404344,0.10511756569847863,-0.006257822277847325
2015-11-18,000001,7.94,-0.006257822277847325,0.10739191073919119,0.006297229219143663
2015-11-19,000001,7.99,0.006297229219143663,0.10359116022099446,0.003754693366708306
2015-11-20,000001,8.02,0.003754693366708306,0.09413369713506126,-0.007481296758104716
2015-11-23,000001,7.96,-0.007481296758104716,0.08152173913043481,-0.013819095477387022
2015-11-24,000001,7.85,-0.013819095477387022,0.06948228882833796,0.002547770700636942
2015-11-25,000001,7.87,0.002547770700636942,0.09305555555555545,-0.007623888182973326
2015-11-26,000001,7.81,-0.007623888182973326,0.08472222222222214,-0.03969270166453265
2015-11-27,000001,7.5,-0.03969270166453265,0.03305785123966953,0.0
2015-11-30,000001,7.5,0.0,0.05337078651685401,0.0013333333333334085
2015-12-01,000001,7.51,0.0013333333333334085,0.06373937677053831,0.06391478029294273
2015-12-02,000001,7.99,0.06391478029294273,0.06961178045515393,-0.003754693366708417
2015-12-03,000001,7.96,-0.003754693366708417,0.03242542153048,-0.027638190954773822
2015-12-04,000001,7.74,-0.027638190954773822,-0.022727272727272707,0.0025839793281652312
2015-12-07,000001,7.76,0.0025839793281652312,-0.061668681983071294,-0.015463917525773252
2015-12-08,000001,7.64,-0.015463917525773252,-0.0625766871165645,0.002617801047120505
2015-12-09,000001,7.66,0.002617801047120505,-0.04488778054862841,-0.0026109660574412663
2015-12-10,000001,7.64,-0.0026109660574412663,-0.03535353535353536,-0.010471204188481686
2015-12-11,000001,7.56,-0.010471204188481686,-0.03324808184143235,0.019841269841269993
2015-12-14,000001,7.71,0.019841269841269993,-0.02281368821292773,-0.011673151750972721
2015-12-15,000001,7.62,-0.011673151750972721,-0.04630788485607007,-0.002624671916010568
2015-12-16,000001,7.6,-0.002624671916010568,-0.04282115869017644,0.014473684210526416
2015-12-17,000001,7.71,0.014473684210526416,-0.03504380475594493,0.012970168612191912
2015-12-18,000001,7.81,0.012970168612191912,-0.026184538653366562,0.023047375160051287
2015-12-21,000001,7.99,0.023047375160051287,0.0037688442211054607,-0.006257822277847325
2015-12-22,000001,7.94,-0.006257822277847325,0.01146496815286624,0.0037783375314861534
2015-12-23,000001,7.97,0.0037783375314861534,0.01270648030495547,-0.010037641154328703
2015-12-24,000001,7.89,-0.010037641154328703,0.010243277848911658,0.005069708491761693
2015-12-25,000001,7.93,0.005069708491761693,0.057333333333333236,-0.034047919293820894
2015-12-28,000001,7.66,-0.034047919293820894,0.021333333333333426,0.009138381201044377
2015-12-29,000001,7.73,0.009138381201044377,0.02929427430093212,0.0
2015-12-30,000001,7.73,0.0,-0.03254067584480602,-0.009055627425614499
2015-12-31,000001,7.66,-0.009055627425614499,-0.03768844221105527,-0.05483028720626626
2016-01-04,000001,7.24,-0.05483028720626626,-0.06459948320413433,0.005524861878453136
2016-01-05,000001,7.28,0.005524861878453136,-0.061855670103092675,0.012362637362637319
2016-01-06,000001,7.37,0.012362637362637319,-0.035340314136125595,-0.05156037991858886
2016-01-07,000001,6.99,-0.05156037991858886,-0.08746736292428192,0.017167381974249052
2016-01-08,000001,7.11,0.017167381974249052,-0.06937172774869105,-0.03234880450070332
2016-01-11,000001,6.88,-0.03234880450070332,-0.08994708994708989,0.0043604651162791885
2016-01-12,000001,6.91,0.0043604651162791885,-0.10376134889753563,-0.01013024602026058
2016-01-13,000001,6.84,-0.01013024602026058,-0.10236220472440949,0.005847953216374213
2016-01-14,000001,6.88,0.005847953216374213,-0.09473684210526312,-0.029069767441860517
2016-01-15,000001,6.68,-0.029069767441860517,-0.13359273670557725,-0.004491017964071808
2016-01-18,000001,6.65,-0.004491017964071808,-0.14852752880921882,0.02857142857142847
2016-01-19,000001,6.84,0.02857142857142847,-0.14392991239048814,-0.01608187134502914
2016-01-20,000001,6.73,-0.01608187134502914,-0.15239294710327456,-0.0208023774145617
2016-01-21,000001,6.59,-0.0208023774145617,-0.1731493099121706,0.009104704097116834
2016-01-22,000001,6.65,0.009104704097116834,-0.15716096324461337,-0.00300751879699257
2016-01-25,000001,6.63,-0.00300751879699257,-0.16393442622950816,-0.04826546003016596
2016-01-26,000001,6.31,-0.04826546003016596,-0.17624020887728464,0.0
2016-01-27,000001,6.31,0.0,-0.18369987063389404,-0.019017432646592614
2016-01-28,000001,6.19,-0.019017432646592614,-0.19922380336351875,0.03231017770597733
2016-01-29,000001,6.39,0.03231017770597733,-0.1657963446475197,-0.020344287949921713
2016-02-01,000001,6.26,-0.020344287949921713,-0.1353591160220995,0.015974440894568787
2016-02-02,000001,6.36,0.015974440894568787,-0.12637362637362637,-0.011006289308176154
2016-02-03,000001,6.29,-0.011006289308176154,-0.14654002713704206,0.011128775834658322
2016-02-04,000001,6.36,0.011128775834658322,-0.0901287553648068,-0.003144654088050425
2016-02-05,000001,6.34,-0.003144654088050425,-0.10829817158931088,-0.012618296529968487
2016-02-15,000001,6.26,-0.012618296529968487,-0.09011627906976749,0.022364217252396346
2016-02-16,000001,6.4,0.022364217252396346,-0.07380607814761209,0.014062499999999867
2016-02-17,000001,6.49,0.014062499999999867,-0.051169590643274754,-0.006163328197226536
2016-02-18,000001,6.45,-0.006163328197226536,-0.0625,-0.0046511627906976605
2016-02-19,000001,6.42,-0.0046511627906976605,-0.03892215568862267,0.024922118380062308
2016-02-22,000001,6.58,0.024922118380062308,-0.010526315789473717,-0.016717325227963542
2016-02-23,000001,6.47,-0.016717325227963542,-0.05409356725146197,0.0030911901081918103
2016-02-24,000001,6.49,0.0030911901081918103,-0.03566121842496284,-0.04776579352850552
2016-02-25,000001,6.18,-0.04776579352850552,-0.06221547799696514,0.012944983818770295
2016-02-26,000001,6.26,0.012944983818770295,-0.0586466165413535,-0.023961661341852958
2016-02-29,000001,6.11,-0.023961661341852958,-0.07843137254901955,0.014729950900163713
2016-03-01,000001,6.2,0.014729950900163713,-0.017432646592709933,0.040322580645161255
2016-03-02,000001,6.45,0.040322580645161255,0.022187004754358197,0.0015503875968991832
2016-03-03,000001,6.46,0.0015503875968991832,0.043618739903069415,0.02941176470588247
2016-03-04,000001,6.65,0.02941176470588247,0.04068857589984365,-0.006015037593984918
2016-03-07,000001,6.61,-0.006015037593984918,0.05591054313099053,-0.00605143721633894
2016-03-08,000001,6.57,-0.00605143721633894,0.03301886792452824,-0.010654490106544956
2016-03-09,000001,6.5,-0.010654490106544956,0.03338632750397452,-0.0015384615384614886
2016-03-10,000001,6.49,-0.0015384615384614886,0.020440251572326984,0.0
2016-03-11,000001,6.49,0.0,0.023659305993690927,0.010785824345146189
2016-03-14,000001,6.56,0.010785824345146189,0.04792332268370614,0.004573170731707377
2016-03-15,000001,6.59,0.004573170731707377,0.029687499999999867,0.003034901365705611
2016-03-16,000001,6.61,0.003034901365705611,0.018489984591679498,0.0075642965204236745
2016-03-17,000001,6.66,0.0075642965204236745,0.032558139534883734,0.010510510510510551
2016-03-18,000001,6.73,0.010510510510510551,0.04828660436137078,0.02526002971768193
2016-03-21,000001,6.9,0.02526002971768193,0.04863221884498481,-0.007246376811594346
2016-03-22,000001,6.85,-0.007246376811594346,0.05873261205564151,-0.0014598540145984717
2016-03-23,000001,6.84,-0.0014598540145984717,0.05392912172573183,-0.01754385964912286
2016-03-24,000001,6.72,-0.01754385964912286,0.08737864077669899,0.007440476190476275
2016-03-25,000001,6.77,0.007440476190476275,0.08146964856230032,-0.010339734121122546
2016-03-28,000001,6.7,-0.010339734121122546,0.09656301145662849,-0.005970149253731294
2016-03-29,000001,6.66,-0.005970149253731294,0.0741935483870968,0.027027027027026973
2016-03-30,000001,6.84,0.027027027027026973,0.0604651162790697,-0.005847953216374324
2016-03-31,000001,6.8,-0.005847953216374324,0.05263157894736836,0.0014705882352941124
2016-04-01,000001,6.81,0.0014705882352941124,0.02406015037593967,0.004405286343612369
2016-04-05,000001,6.84,0.004405286343612369,0.03479576399394846,0.0014619883040936088
2016-04-06,000001,6.85,0.0014619883040936088,0.0426179604261796,-0.011678832116788329
2016-04-07,000001,6.77,-0.011678832116788329,0.041538461538461524,-0.002954209748892156
2016-04-08,000001,6.75,-0.002954209748892156,0.04006163328197232,0.014814814814814836
2016-04-11,000001,6.85,0.014814814814814836,0.055469953775038494,-0.004379562043795526
2016-04-12,000001,6.82,-0.004379562043795526,0.03963414634146356,0.01319648093841641
2016-04-13,000001,6.91,0.01319648093841641,0.04855842185128978,0.0028943560057885787
2016-04-14,000001,6.93,0.0028943560057885787,0.04841149773071085,0.0028860028860029363
2016-04-15,000001,6.95,0.0028860028860029363,0.04354354354354362,-0.012949640287769792
2016-04-18,000001,6.86,-0.012949640287769792,0.019316493313521477,0.002915451895043608
2016-04-19,000001,6.88,0.002915451895043608,-0.0028985507246377384,-0.023255813953488413
2016-04-20,000001,6.72,-0.023255813953488413,-0.01897810218978102,0.0
2016-04-21,000001,6.72,0.0,-0.01754385964912286,0.0029761904761904656
2016-04-22,000001,6.74,0.0029761904761904656,0.0029761904761904656,-0.004451038575667643
2016-04-25,000001,6.71,-0.004451038575667643,-0.008862629246676468,0.008941877794336861
2016-04-26,000001,6.77,0.008941877794336861,0.010447761194029681,-0.002954209748892156
2016-04-27,000001,6.75,-0.002954209748892156,0.013513513513513598,0.008888888888888724
2016-04-28,000001,6.81,0.008888888888888724,-0.004385964912280715,-0.008810572687224627
2016-04-29,000001,6.75,-0.008810572687224627,-0.007352941176470562,0.010370370370370363
2016-05-03,000001,6.82,0.010370370370370363,0.001468428781204123,0.004398826979472137
2016-05-04,000001,6.85,0.004398826979472137,0.0014619883040936088,0.0
2016-05-05,000001,6.85,0.0,0.0,-0.01897810218978102
2016-05-06,000001,6.72,-0.01897810218978102,-0.00738552437223039,-0.01636904761904756
2016-05-09,000001,6.61,-0.01636904761904756,-0.020740740740740726,-0.00605143721633894
2016-05-10,000001,6.57,-0.00605143721633894,-0.040875912408758985,0.00913242009132409
2016-05-11,000001,6.63,0.00913242009132409,-0.027859237536656978,0.0
2016-05-12,000001,6.63,0.0,-0.04052098408104199,-0.003016591251885359
2016-05-13,000001,6.61,-0.003016591251885359,-0.04617604617604609,0.001512859304084735
2016-05-16,000001,6.62,0.001512859304084735,-0.0474820143884892,-0.006042296072507614
